Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit,Shipping_Days,Year,Month_Number,Month_Name,Quarter
239,ORD-000239,2023-05-24,2023-05-29,Standard Class,CUST-0327,Customer 0327,Corporate,China,Asia,Zhejiang,Shanghai,Furniture,Tables,Conference Table,1,0.05,329.01,48.0,5,2023,5,May,Q2
240,ORD-000240,2024-08-31,2024-09-03,Second Class,CUST-1362,Customer 1362,Home Office,Germany,Europe,Bavaria,Melbourne,Technology,Phones,Smartphone,5,0.1,3254.73,348.8,3,2024,8,August,Q3
241,ORD-000241,2023-07-20,2023-07-25,Standard Class,CUST-0985,Customer 0985,Home Office,China,Asia,Guangdong,Mumbai,Office Supplies,Fasteners,Fastener Pack,3,0.0,36.04,-92.44,5,2023,7,July,Q3
242,ORD-000242,2023-05-04,2023-05-07,Standard Class,CUST-1869,Customer 1869,Home Office,France,Europe,Île-de-France,Delhi,Office Supplies,Labels,Address Labels,4,0.05,62.11,11.37,3,2023,5,May,Q2
243,ORD-000243,2023-07-06,2023-07-09,Standard Class,CUST-0700,Customer 0700,Corporate,United States,North America,Florida,Bengaluru,Technology,Accessories,USB-C Hub,7,0.0,564.82,76.29,3,2023,7,July,Q3
244,ORD-000244,2023-11-22,2023-11-23,First Class,CUST-1227,Customer 1227,Consumer,India,Asia,Tamil Nadu,Mumbai,Furniture,Bookcases,Office Bookcase,3,0.0,549.68,58.81,1,2023,11,November,Q4
245,ORD-000245,2024-04-08,2024-04-11,Second Class,CUST-0101,Customer 0101,Corporate,Mexico,North America,Puebla,Paris,Office Supplies,Paper,Copy Paper,3,0.05,103.97,-1.48,3,2024,4,April,Q2
246,ORD-000246,2023-12-15,2023-12-22,Standard Class,CUST-0968,Customer 0968,Corporate,United Kingdom,Europe,Wales,New York,Technology,Accessories,Wireless Keyboard,2,0.15,134.0,11.69,7,2023,12,December,Q4
247,ORD-000247,2024-10-21,2024-10-24,Second Class,CUST-1371,Customer 1371,Corporate,Germany,Europe,North Rhine-Westphalia,São Paulo,Office Supplies,Labels,Address Labels,2,0.0,41.46,-18.02,3,2024,10,October,Q4
248,ORD-000248,2024-02-07,2024-02-12,Standard Class,CUST-0020,Customer 0020,Home Office,Germany,Europe,Saxony,Madrid,Technology,Copiers,Laser Copier,5,0.05,4159.25,570.89,5,2024,2,February,Q1
249,ORD-000249,2023-12-12,2023-12-17,Standard Class,CUST-1400,Customer 1400,Corporate,Mexico,North America,Puebla,London,Office Supplies,Envelopes,Business Envelopes,3,0.0,65.56,-1.31,5,2023,12,December,Q4
250,ORD-000250,2024-05-25,2024-05-28,Second Class,CUST-0064,Customer 0064,Consumer,Brazil,South America,Paraná,Mumbai,Furniture,Chairs,Ergonomic Office Chair,1,0.1,252.0,20.4,3,2024,5,May,Q2
251,ORD-000251,2023-05-27,2023-05-29,Second Class,CUST-1151,Customer 1151,Home Office,China,Asia,Shanghai,Toronto,Office Supplies,Binders,Premium Binder,1,0.1,25.79,-3.01,2,2023,5,May,Q2
252,ORD-000252,2023-05-28,2023-06-04,Standard Class,CUST-0098,Customer 0098,Consumer,Germany,Europe,Hesse,Paris,Office Supplies,Binders,Premium Binder,3,0.2,82.97,-13.49,7,2023,5,May,Q2
253,ORD-000253,2024-12-11,2024-12-18,Standard Class,CUST-0324,Customer 0324,Home Office,Spain,Europe,Valencia,Mumbai,Technology,Accessories,USB-C Hub,3,0.15,261.64,24.77,7,2024,12,December,Q4
254,ORD-000254,2024-05-03,2024-05-08,Standard Class,CUST-0207,Customer 0207,Home Office,Canada,North America,Ontario,São Paulo,Office Supplies,Envelopes,Business Envelopes,4,0.0,87.48,-11.77,5,2024,5,May,Q2
255,ORD-000255,2024-10-01,2024-10-05,Second Class,CUST-0461,Customer 0461,Corporate,India,Asia,Delhi,Madrid,Technology,Accessories,Wireless Keyboard,3,0.0,227.63,28.67,4,2024,10,October,Q4
256,ORD-000256,2024-07-04,2024-07-06,Second Class,CUST-1969,Customer 1969,Corporate,Germany,Europe,Hesse,Toronto,Furniture,Bookcases,Office Bookcase,1,0.0,191.76,16.23,2,2024,7,July,Q3
257,ORD-000257,2023-12-04,2023-12-06,First Class,CUST-1622,Customer 1622,Home Office,Spain,Europe,Catalonia,Shanghai,Office Supplies,Supplies,Office Supplies Kit,3,0.25,149.13,12.51,2,2023,12,December,Q4
258,ORD-000258,2024-10-02,2024-10-05,Standard Class,CUST-0282,Customer 0282,Corporate,France,Europe,Nouvelle-Aquitaine,London,Furniture,Furnishings,Office Desk Lamp,7,0.15,535.82,17.6,3,2024,10,October,Q4
259,ORD-000259,2024-04-17,2024-04-20,Second Class,CUST-0754,Customer 0754,Consumer,France,Europe,Occitanie,Paris,Office Supplies,Art,Art Set,1,0.0,39.12,-13.86,3,2024,4,April,Q2
260,ORD-000260,2023-05-31,2023-06-06,Standard Class,CUST-1460,Customer 1460,Consumer,India,Asia,Uttar Pradesh,Madrid,Technology,Accessories,USB-C Hub,4,0.0,344.05,49.1,6,2023,5,May,Q2
261,ORD-000261,2024-02-19,2024-02-24,Standard Class,CUST-1597,Customer 1597,Consumer,Brazil,South America,Minas Gerais,Shanghai,Furniture,Tables,Conference Table,4,0.1,1623.78,145.52,5,2024,2,February,Q1
262,ORD-000262,2023-10-25,2023-10-30,Standard Class,CUST-1791,Customer 1791,Corporate,Japan,Asia,Aichi,Madrid,Furniture,Furnishings,Office Desk Lamp,5,0.0,417.19,49.6,5,2023,10,October,Q4
263,ORD-000263,2024-09-02,2024-09-05,Standard Class,CUST-1020,Customer 1020,Corporate,Japan,Asia,Kanagawa,London,Furniture,Tables,Conference Table,1,0.15,305.05,27.06,3,2024,9,September,Q3
264,ORD-000264,2023-09-20,2023-09-21,First Class,CUST-1545,Customer 1545,Corporate,United Kingdom,Europe,Scotland,Mumbai,Office Supplies,Appliances,Printer,8,0.1,2988.31,265.79,1,2023,9,September,Q3
265,ORD-000265,2023-05-24,2023-05-27,Standard Class,CUST-1029,Customer 1029,Home Office,India,Asia,Delhi,New York,Technology,Phones,Smartphone,4,0.1,2801.27,209.1,3,2023,5,May,Q2
266,ORD-000266,2023-12-12,2023-12-15,Standard Class,CUST-1182,Customer 1182,Corporate,United States,North America,Illinois,Delhi,Office Supplies,Labels,Address Labels,6,0.1,100.81,7.06,3,2023,12,December,Q4
267,ORD-000267,2024-09-15,2024-09-17,Second Class,CUST-1284,Customer 1284,Home Office,Brazil,South America,Minas Gerais,São Paulo,Office Supplies,Envelopes,Business Envelopes,2,0.0,46.45,3.13,2,2024,9,September,Q3
268,ORD-000268,2024-07-25,2024-07-30,Standard Class,CUST-1695,Customer 1695,Corporate,Germany,Europe,North Rhine-Westphalia,Sydney,Office Supplies,Storage,Storage Box,5,0.1,479.09,21.63,5,2024,7,July,Q3
269,ORD-000269,2023-01-02,2023-01-05,Standard Class,CUST-0782,Customer 0782,Corporate,Japan,Asia,Osaka,Delhi,Furniture,Furnishings,Office Desk Lamp,5,0.15,394.47,21.35,3,2023,1,January,Q1
270,ORD-000270,2023-10-31,2023-10-31,Same Day,CUST-1817,Customer 1817,Corporate,India,Asia,Tamil Nadu,Paris,Technology,Phones,Smartphone,2,0.05,1294.05,155.15,0,2023,10,October,Q4
271,ORD-000271,2023-09-11,2023-09-15,Standard Class,CUST-0625,Customer 0625,Consumer,Japan,Asia,Kanagawa,São Paulo,Office Supplies,Envelopes,Business Envelopes,2,0.1,47.35,0.42,4,2023,9,September,Q3
272,ORD-000272,2024-10-13,2024-10-17,Standard Class,CUST-1308,Customer 1308,Home Office,Australia,Oceania,Queensland,Mumbai,Furniture,Bookcases,Office Bookcase,4,0.2,648.19,14.9,4,2024,10,October,Q4
273,ORD-000273,2024-03-28,2024-03-31,Standard Class,CUST-0399,Customer 0399,Home Office,China,Asia,Guangdong,Berlin,Technology,Accessories,Wireless Keyboard,1,0.0,71.7,-67.42,3,2024,3,March,Q1
274,ORD-000274,2023-02-06,2023-02-12,Standard Class,CUST-0624,Customer 0624,Home Office,France,Europe,Île-de-France,London,Office Supplies,Supplies,Office Supplies Kit,5,0.1,300.84,5.96,6,2023,2,February,Q1
275,ORD-000275,2023-06-09,2023-06-09,Same Day,CUST-0451,Customer 0451,Corporate,Australia,Oceania,Queensland,São Paulo,Office Supplies,Storage,Storage Box,1,0.05,87.55,3.51,0,2023,6,June,Q2
276,ORD-000276,2023-01-09,2023-01-15,Standard Class,CUST-0479,Customer 0479,Consumer,Spain,Europe,Andalusia,Bengaluru,Furniture,Furnishings,Office Desk Lamp,1,0.15,71.07,2.66,6,2023,1,January,Q1
277,ORD-000277,2023-08-21,2023-08-22,First Class,CUST-1357,Customer 1357,Home Office,India,Asia,Karnataka,London,Technology,Phones,Smartphone,4,0.0,2935.78,452.27,1,2023,8,August,Q3
278,ORD-000278,2023-04-09,2023-04-11,Second Class,CUST-1801,Customer 1801,Corporate,China,Asia,Jiangsu,Berlin,Office Supplies,Supplies,Office Supplies Kit,1,0.15,56.58,-2.99,2,2023,4,April,Q2
279,ORD-000279,2024-10-20,2024-10-26,Standard Class,CUST-0578,Customer 0578,Consumer,Brazil,South America,São Paulo,Mumbai,Technology,Accessories,USB-C Hub,8,0.0,557.26,69.24,6,2024,10,October,Q4
280,ORD-000280,2023-07-27,2023-07-28,First Class,CUST-0535,Customer 0535,Corporate,United States,North America,Illinois,Sydney,Office Supplies,Labels,Address Labels,6,0.0,126.52,-4.46,1,2023,7,July,Q3
281,ORD-000281,2023-05-11,2023-05-14,Standard Class,CUST-1328,Customer 1328,Home Office,Spain,Europe,Madrid,Shanghai,Furniture,Bookcases,Office Bookcase,4,0.15,805.46,34.42,3,2023,5,May,Q2
282,ORD-000282,2024-02-08,2024-02-13,Standard Class,CUST-0161,Customer 0161,Home Office,Canada,North America,Alberta,Shanghai,Office Supplies,Art,Art Set,5,0.1,184.57,9.76,5,2024,2,February,Q1
283,ORD-000283,2023-06-01,2023-06-07,Standard Class,CUST-0412,Customer 0412,Home Office,Japan,Asia,Osaka,Mumbai,Office Supplies,Fasteners,Fastener Pack,6,0.2,72.21,-2.63,6,2023,6,June,Q2
284,ORD-000284,2023-02-23,2023-02-27,Second Class,CUST-1343,Customer 1343,Consumer,United States,North America,Texas,Delhi,Office Supplies,Labels,Address Labels,2,0.1,42.69,0.6,4,2023,2,February,Q1
285,ORD-000285,2023-04-30,2023-05-04,Standard Class,CUST-0392,Customer 0392,Consumer,Germany,Europe,Bavaria,Madrid,Technology,Accessories,USB-C Hub,6,0.1,538.2,59.68,4,2023,4,April,Q2
286,ORD-000286,2024-11-03,2024-11-05,First Class,CUST-0420,Customer 0420,Home Office,Australia,Oceania,Queensland,Bengaluru,Office Supplies,Fasteners,Fastener Pack,1,0.15,12.45,-13.6,2,2024,11,November,Q4
287,ORD-000287,2024-09-19,2024-09-24,Standard Class,CUST-1147,Customer 1147,Consumer,China,Asia,Shanghai,Melbourne,Technology,Accessories,Wireless Keyboard,2,0.05,140.22,32.21,5,2024,9,September,Q3
288,ORD-000288,2024-08-09,2024-08-16,Standard Class,CUST-0386,Customer 0386,Corporate,India,Asia,Delhi,Madrid,Office Supplies,Paper,Copy Paper,3,0.0,91.03,14.89,7,2024,8,August,Q3
289,ORD-000289,2024-09-16,2024-09-23,Standard Class,CUST-1816,Customer 1816,Corporate,Japan,Asia,Osaka,Delhi,Office Supplies,Binders,Premium Binder,4,0.0,102.87,4.59,7,2024,9,September,Q3
290,ORD-000290,2024-02-24,2024-02-26,Second Class,CUST-1430,Customer 1430,Corporate,Australia,Oceania,Western Australia,Berlin,Furniture,Chairs,Ergonomic Office Chair,1,0.0,226.96,37.17,2,2024,2,February,Q1
291,ORD-000291,2024-02-26,2024-02-27,First Class,CUST-0335,Customer 0335,Corporate,Australia,Oceania,New South Wales,Toronto,Technology,Accessories,Wireless Keyboard,2,0.05,123.84,-54.44,1,2024,2,February,Q1
292,ORD-000292,2023-04-14,2023-04-15,Same Day,CUST-0024,Customer 0024,Corporate,India,Asia,Karnataka,Shanghai,Office Supplies,Art,Art Set,4,0.25,155.25,-52.29,1,2023,4,April,Q2
293,ORD-000293,2023-09-11,2023-09-12,First Class,CUST-1278,Customer 1278,Corporate,Mexico,North America,Puebla,Tokyo,Office Supplies,Appliances,Printer,2,0.15,755.18,64.4,1,2023,9,September,Q3
294,ORD-000294,2023-08-15,2023-08-18,Standard Class,CUST-1477,Customer 1477,Home Office,France,Europe,Île-de-France,Shanghai,Office Supplies,Appliances,Printer,5,0.25,2356.53,36.07,3,2023,8,August,Q3
295,ORD-000295,2023-04-22,2023-04-24,First Class,CUST-1883,Customer 1883,Consumer,Germany,Europe,Bavaria,Toronto,Office Supplies,Art,Art Set,4,0.3,144.65,-9.81,2,2023,4,April,Q2
296,ORD-000296,2024-05-24,2024-05-28,Second Class,CUST-0949,Customer 0949,Home Office,China,Asia,Jiangsu,Paris,Office Supplies,Labels,Address Labels,2,0.05,35.45,-5.08,4,2024,5,May,Q2
297,ORD-000297,2024-04-17,2024-04-24,Standard Class,CUST-1109,Customer 1109,Home Office,India,Asia,Maharashtra,London,Technology,Accessories,Wireless Keyboard,1,0.0,62.08,2.68,7,2024,4,April,Q2
298,ORD-000298,2023-04-09,2023-04-12,Standard Class,CUST-0721,Customer 0721,Corporate,Canada,North America,Ontario,Los Angeles,Technology,Machines,Desktop Computer,4,0.1,3912.56,524.97,3,2023,4,April,Q2
299,ORD-000299,2023-06-02,2023-06-07,Standard Class,CUST-0186,Customer 0186,Corporate,Spain,Europe,Valencia,Paris,Furniture,Furnishings,Office Desk Lamp,3,0.2,216.25,-6.6,5,2023,6,June,Q2
300,ORD-000300,2023-12-04,2023-12-10,Standard Class,CUST-0035,Customer 0035,Home Office,Germany,Europe,North Rhine-Westphalia,Toronto,Furniture,Bookcases,Office Bookcase,1,0.1,180.06,11.4,6,2023,12,December,Q4
301,ORD-000301,2024-12-06,2024-12-12,Standard Class,CUST-0247,Customer 0247,Home Office,Brazil,South America,Paraná,Toronto,Office Supplies,Labels,Address Labels,2,0.1,39.91,0.63,6,2024,12,December,Q4
302,ORD-000302,2023-06-12,2023-06-16,Second Class,CUST-0439,Customer 0439,Home Office,Canada,North America,Quebec,São Paulo,Furniture,Furnishings,Office Desk Lamp,2,0.0,160.36,12.81,4,2023,6,June,Q2
303,ORD-000303,2024-12-20,2024-12-24,Standard Class,CUST-1946,Customer 1946,Consumer,Spain,Europe,Valencia,London,Office Supplies,Appliances,Printer,1,0.05,466.95,31.8,4,2024,12,December,Q4
304,ORD-000304,2024-11-11,2024-11-13,Second Class,CUST-0302,Customer 0302,Corporate,Japan,Asia,Tokyo,Berlin,Office Supplies,Labels,Address Labels,3,0.05,59.38,0.4,2,2024,11,November,Q4
305,ORD-000305,2023-06-10,2023-06-13,Standard Class,CUST-0153,Customer 0153,Consumer,United Kingdom,Europe,England,Delhi,Technology,Copiers,Laser Copier,5,0.05,4824.92,634.96,3,2023,6,June,Q2
306,ORD-000306,2024-08-02,2024-08-04,First Class,CUST-0213,Customer 0213,Corporate,France,Europe,Île-de-France,Melbourne,Furniture,Bookcases,Office Bookcase,3,0.2,497.12,30.09,2,2024,8,August,Q3
307,ORD-000307,2024-02-02,2024-02-05,Standard Class,CUST-0760,Customer 0760,Home Office,Japan,Asia,Aichi,Paris,Office Supplies,Art,Art Set,6,0.0,251.64,20.35,3,2024,2,February,Q1
308,ORD-000308,2023-10-04,2023-10-05,Same Day,CUST-1675,Customer 1675,Consumer,Germany,Europe,Bavaria,Shanghai,Office Supplies,Fasteners,Fastener Pack,1,0.3,12.2,6.45,1,2023,10,October,Q4
309,ORD-000309,2024-05-18,2024-05-23,Standard Class,CUST-0792,Customer 0792,Corporate,China,Asia,Jiangsu,Los Angeles,Office Supplies,Appliances,Printer,3,0.0,1387.74,177.0,5,2024,5,May,Q2
310,ORD-000310,2024-01-27,2024-02-03,Standard Class,CUST-0590,Customer 0590,Consumer,United States,North America,California,Tokyo,Technology,Accessories,Wireless Keyboard,4,0.25,282.68,12.51,7,2024,1,January,Q1
311,ORD-000311,2023-05-15,2023-05-17,First Class,CUST-1432,Customer 1432,Home Office,Spain,Europe,Andalusia,Los Angeles,Office Supplies,Labels,Address Labels,4,0.1,75.47,-7.18,2,2023,5,May,Q2
312,ORD-000312,2023-07-14,2023-07-17,Standard Class,CUST-0329,Customer 0329,Corporate,Brazil,South America,Rio de Janeiro,Sydney,Furniture,Chairs,Ergonomic Office Chair,4,0.15,1150.59,98.96,3,2023,7,July,Q3
313,ORD-000313,2024-02-05,2024-02-07,First Class,CUST-1922,Customer 1922,Corporate,India,Asia,Tamil Nadu,Melbourne,Office Supplies,Appliances,Printer,5,0.0,1944.73,259.54,2,2024,2,February,Q1
314,ORD-000314,2024-10-01,2024-10-02,Same Day,CUST-0006,Customer 0006,Consumer,United States,North America,Illinois,Berlin,Furniture,Bookcases,Office Bookcase,4,0.1,718.28,59.42,1,2024,10,October,Q4
315,ORD-000315,2023-02-02,2023-02-06,Standard Class,CUST-1817,Customer 1817,Home Office,Japan,Asia,Aichi,Bengaluru,Office Supplies,Labels,Address Labels,1,0.2,16.1,16.67,4,2023,2,February,Q1
316,ORD-000316,2024-11-18,2024-11-23,Standard Class,CUST-1873,Customer 1873,Home Office,Canada,North America,Alberta,Shanghai,Office Supplies,Fasteners,Fastener Pack,4,0.0,43.85,-2.48,5,2024,11,November,Q4
317,ORD-000317,2024-04-04,2024-04-07,Standard Class,CUST-0515,Customer 0515,Corporate,France,Europe,Nouvelle-Aquitaine,Madrid,Furniture,Furnishings,Office Desk Lamp,5,0.0,412.33,52.54,3,2024,4,April,Q2
318,ORD-000318,2024-04-14,2024-04-16,Second Class,CUST-0133,Customer 0133,Home Office,Japan,Asia,Osaka,Madrid,Technology,Accessories,USB-C Hub,10,0.05,681.36,82.49,2,2024,4,April,Q2
319,ORD-000319,2024-01-10,2024-01-13,Standard Class,CUST-0416,Customer 0416,Home Office,China,Asia,Jiangsu,New York,Furniture,Tables,Conference Table,4,0.0,1626.01,228.04,3,2024,1,January,Q1
320,ORD-000320,2023-01-22,2023-01-26,Second Class,CUST-1328,Customer 1328,Home Office,Japan,Asia,Aichi,Paris,Office Supplies,Supplies,Office Supplies Kit,4,0.0,235.76,35.93,4,2023,1,January,Q1
321,ORD-000321,2024-10-31,2024-11-03,Second Class,CUST-1591,Customer 1591,Consumer,United States,North America,California,Toronto,Office Supplies,Art,Art Set,3,0.15,105.45,0.15,3,2024,10,October,Q4
322,ORD-000322,2023-02-07,2023-02-11,Second Class,CUST-0733,Customer 0733,Home Office,Brazil,South America,São Paulo,Paris,Technology,Machines,Desktop Computer,6,0.0,5506.07,991.27,4,2023,2,February,Q1
323,ORD-000323,2023-08-18,2023-08-24,Standard Class,CUST-0420,Customer 0420,Consumer,Spain,Europe,Catalonia,Toronto,Office Supplies,Appliances,Printer,10,0.15,3755.62,234.68,6,2023,8,August,Q3
324,ORD-000324,2023-12-31,2024-01-04,Standard Class,CUST-1828,Customer 1828,Corporate,China,Asia,Zhejiang,Mumbai,Technology,Accessories,USB-C Hub,5,0.2,469.02,8.58,4,2023,12,December,Q4
325,ORD-000325,2024-07-16,2024-07-20,Standard Class,CUST-0893,Customer 0893,Home Office,United Kingdom,Europe,Wales,London,Office Supplies,Envelopes,Business Envelopes,4,0.1,96.74,7.54,4,2024,7,July,Q3
326,ORD-000326,2024-03-13,2024-03-16,Standard Class,CUST-0119,Customer 0119,Corporate,India,Asia,Uttar Pradesh,São Paulo,Office Supplies,Appliances,Printer,1,0.0,406.45,57.68,3,2024,3,March,Q1
327,ORD-000327,2023-10-10,2023-10-11,First Class,CUST-1661,Customer 1661,Corporate,Japan,Asia,Tokyo,London,Office Supplies,Supplies,Office Supplies Kit,5,0.1,240.58,9.99,1,2023,10,October,Q4
328,ORD-000328,2023-01-27,2023-02-02,Standard Class,CUST-0921,Customer 0921,Consumer,Japan,Asia,Tokyo,Mumbai,Furniture,Bookcases,Office Bookcase,4,0.05,694.07,81.77,6,2023,1,January,Q1
329,ORD-000329,2023-08-14,2023-08-21,Standard Class,CUST-0952,Customer 0952,Corporate,France,Europe,Île-de-France,New York,Furniture,Bookcases,Office Bookcase,5,0.05,823.16,76.76,7,2023,8,August,Q3
330,ORD-000330,2023-10-04,2023-10-08,Standard Class,CUST-1436,Customer 1436,Consumer,United States,North America,Illinois,Toronto,Office Supplies,Binders,Premium Binder,1,0.05,31.51,-12.34,4,2023,10,October,Q4
331,ORD-000331,2024-08-31,2024-09-01,First Class,CUST-0892,Customer 0892,Consumer,France,Europe,Nouvelle-Aquitaine,Melbourne,Office Supplies,Appliances,Printer,4,0.25,1851.12,47.61,1,2024,8,August,Q3
332,ORD-000332,2023-10-11,2023-10-14,Second Class,CUST-1955,Customer 1955,Home Office,France,Europe,Île-de-France,São Paulo,Technology,Accessories,Wireless Keyboard,2,0.15,133.17,15.08,3,2023,10,October,Q4
333,ORD-000333,2024-04-25,2024-05-02,Standard Class,CUST-0500,Customer 0500,Home Office,France,Europe,Nouvelle-Aquitaine,Los Angeles,Technology,Accessories,USB-C Hub,5,0.0,464.02,65.33,7,2024,4,April,Q2
334,ORD-000334,2024-03-28,2024-04-04,Standard Class,CUST-1165,Customer 1165,Corporate,Spain,Europe,Valencia,Paris,Technology,Machines,Desktop Computer,2,0.1,1735.15,231.53,7,2024,3,March,Q1
335,ORD-000335,2024-10-20,2024-10-23,Standard Class,CUST-1359,Customer 1359,Home Office,France,Europe,Auvergne-Rhône-Alpes,Madrid,Technology,Phones,Smartphone,4,0.05,2621.29,336.95,3,2024,10,October,Q4
336,ORD-000336,2024-05-30,2024-06-02,Second Class,CUST-0369,Customer 0369,Consumer,United Kingdom,Europe,Northern Ireland,Madrid,Office Supplies,Binders,Premium Binder,2,0.3,61.53,-14.08,3,2024,5,May,Q2
337,ORD-000337,2024-06-30,2024-07-06,Standard Class,CUST-1340,Customer 1340,Corporate,Japan,Asia,Tokyo,Melbourne,Technology,Phones,Smartphone,1,0.3,567.93,6.72,6,2024,6,June,Q2
338,ORD-000338,2023-07-11,2023-07-11,Same Day,CUST-1307,Customer 1307,Home Office,Canada,North America,Ontario,London,Office Supplies,Binders,Premium Binder,4,0.05,109.81,-2.01,0,2023,7,July,Q3
339,ORD-000339,2023-02-18,2023-02-22,Second Class,CUST-0075,Customer 0075,Consumer,Brazil,South America,São Paulo,Paris,Office Supplies,Envelopes,Business Envelopes,1,0.05,23.1,2.96,4,2023,2,February,Q1
340,ORD-000340,2024-05-26,2024-05-28,First Class,CUST-1798,Customer 1798,Consumer,China,Asia,Beijing,Mumbai,Office Supplies,Supplies,Office Supplies Kit,4,0.1,215.24,17.07,2,2024,5,May,Q2
341,ORD-000341,2023-01-17,2023-01-20,Second Class,CUST-0056,Customer 0056,Corporate,United Kingdom,Europe,England,Tokyo,Technology,Phones,Smartphone,7,0.1,4632.22,478.0,3,2023,1,January,Q1
342,ORD-000342,2023-06-21,2023-06-24,Standard Class,CUST-0155,Customer 0155,Consumer,China,Asia,Jiangsu,Shanghai,Office Supplies,Paper,Copy Paper,8,0.0,272.09,22.12,3,2023,6,June,Q2
343,ORD-000343,2023-08-08,2023-08-15,Standard Class,CUST-0682,Customer 0682,Consumer,Brazil,South America,São Paulo,Paris,Office Supplies,Fasteners,Fastener Pack,2,0.15,23.49,1.19,7,2023,8,August,Q3
344,ORD-000344,2023-06-07,2023-06-11,Standard Class,CUST-1761,Customer 1761,Home Office,Canada,North America,Alberta,Berlin,Furniture,Bookcases,Office Bookcase,5,0.05,798.39,31.6,4,2023,6,June,Q2
345,ORD-000345,2024-04-21,2024-04-22,Same Day,CUST-0038,Customer 0038,Corporate,Germany,Europe,North Rhine-Westphalia,Toronto,Office Supplies,Envelopes,Business Envelopes,2,0.1,39.55,-1.34,1,2024,4,April,Q2
346,ORD-000346,2023-02-15,2023-02-22,Standard Class,CUST-0439,Customer 0439,Corporate,China,Asia,Shanghai,Melbourne,Office Supplies,Storage,Storage Box,7,0.05,615.5,53.33,7,2023,2,February,Q1
347,ORD-000347,2024-01-08,2024-01-11,Second Class,CUST-1043,Customer 1043,Corporate,China,Asia,Zhejiang,New York,Furniture,Chairs,Ergonomic Office Chair,5,0.15,1093.39,84.64,3,2024,1,January,Q1
348,ORD-000348,2024-06-01,2024-06-04,Second Class,CUST-1013,Customer 1013,Home Office,Canada,North America,Alberta,São Paulo,Technology,Accessories,USB-C Hub,1,0.15,92.92,-7.65,3,2024,6,June,Q2
349,ORD-000349,2023-04-09,2023-04-13,Second Class,CUST-0877,Customer 0877,Home Office,United States,North America,California,Paris,Technology,Phones,Smartphone,2,0.1,1484.55,144.25,4,2023,4,April,Q2
350,ORD-000350,2023-02-06,2023-02-10,Standard Class,CUST-1238,Customer 1238,Home Office,United Kingdom,Europe,Scotland,London,Technology,Machines,Desktop Computer,2,0.15,1847.11,203.78,4,2023,2,February,Q1
351,ORD-000351,2023-10-07,2023-10-09,First Class,CUST-1895,Customer 1895,Home Office,Australia,Oceania,Western Australia,Sydney,Technology,Accessories,USB-C Hub,5,0.1,456.34,25.89,2,2023,10,October,Q4
352,ORD-000352,2023-12-15,2023-12-15,Same Day,CUST-0141,Customer 0141,Corporate,United States,North America,Texas,Sydney,Office Supplies,Fasteners,Fastener Pack,2,0.0,24.88,13.65,0,2023,12,December,Q4
353,ORD-000353,2024-05-11,2024-05-13,Second Class,CUST-1604,Customer 1604,Home Office,United States,North America,Illinois,Shanghai,Furniture,Furnishings,Office Desk Lamp,4,0.0,271.7,26.51,2,2024,5,May,Q2
354,ORD-000354,2023-10-29,2023-11-05,Standard Class,CUST-1798,Customer 1798,Home Office,United States,North America,Florida,Madrid,Technology,Phones,Smartphone,4,0.0,2768.93,422.69,7,2023,10,October,Q4
355,ORD-000355,2023-06-30,2023-07-02,First Class,CUST-0925,Customer 0925,Home Office,France,Europe,Île-de-France,São Paulo,Office Supplies,Envelopes,Business Envelopes,8,0.0,191.45,17.78,2,2023,6,June,Q2
356,ORD-000356,2024-08-29,2024-09-02,Second Class,CUST-1630,Customer 1630,Corporate,India,Asia,Maharashtra,São Paulo,Furniture,Bookcases,Office Bookcase,7,0.15,1108.0,58.22,4,2024,8,August,Q3
357,ORD-000357,2023-04-09,2023-04-12,Second Class,CUST-1753,Customer 1753,Corporate,China,Asia,Zhejiang,Paris,Technology,Accessories,USB-C Hub,3,0.05,230.41,53.06,3,2023,4,April,Q2
358,ORD-000358,2024-11-30,2024-12-02,First Class,CUST-1469,Customer 1469,Corporate,Japan,Asia,Kanagawa,Los Angeles,Office Supplies,Labels,Address Labels,5,0.0,76.67,27.25,2,2024,11,November,Q4
359,ORD-000359,2023-04-26,2023-04-29,Second Class,CUST-0015,Customer 0015,Home Office,Australia,Oceania,Queensland,Madrid,Office Supplies,Storage,Storage Box,6,0.15,489.98,27.06,3,2023,4,April,Q2
360,ORD-000360,2023-07-10,2023-07-11,First Class,CUST-0140,Customer 0140,Consumer,United States,North America,Florida,Paris,Office Supplies,Art,Art Set,7,0.15,237.01,-4.28,1,2023,7,July,Q3
361,ORD-000361,2023-09-10,2023-09-11,Same Day,CUST-0533,Customer 0533,Home Office,United Kingdom,Europe,Wales,Tokyo,Office Supplies,Supplies,Office Supplies Kit,1,0.05,58.88,15.44,1,2023,9,September,Q3
362,ORD-000362,2023-06-10,2023-06-17,Standard Class,CUST-1874,Customer 1874,Corporate,India,Asia,Delhi,Bengaluru,Furniture,Tables,Conference Table,2,0.0,643.77,76.14,7,2023,6,June,Q2
