CustomerID,Gender,Age,City,TenureMonths,PlanType,MonthlyCharges,Contract,PaymentMethod,SupportCallsLast6Mo,AutoPayEnabled,SatisfactionScore,Churn
CUST-1141,Female,49,Delhi,56,Premium,1285.81,Month-to-Month,UPI,3,No,1.0,Yes
CUST-1075,Female,70,bengaluru,17,Basic,465.09,Month-to-Month,UPI,3,Yes,3.0,No
CUST-1238,Male,36,bengaluru,23,Basic,514.45,Month-to-Month,Net Banking,1,No,,No
CUST-1545,Female,25,bengaluru,12,Basic,495.74,1 Year,Credit Card,3,No,4.0,No
CUST-1619,Female,27,mumbai,59,Basic,482.36,Month-to-Month,UPI,0,No,4.0,No
CUST-1787,Female,72,Pune,26,Standard,841.37,Month-to-Month,Credit Card,1,No,2.0,Yes
CUST-1056,Female,75,BENGALURU,45,Standard,869.13,Month-to-Month,Net Banking,0,No,4.0,Yes
CUST-1334,Male,57,Bengaluru,15,Premium,1400.1,Month-to-Month,UPI,0,No,1.0,Yes
CUST-1660,Female,66,BENGALURU,30,Basic,537.0,Month-to-Month,Credit Card,2,Yes,2.0,Yes
CUST-1535,Female,25,Chennai,8,Standard,870.61,1 Year,Credit Card,0,No,2.0,Yes
CUST-2029,Male,65,Hyderabad,49,Basic,450.15,1 Year,UPI,0,No,4.0,No
CUST-1936,Male,36,Bengaluru,48,Premium,1226.5,1 Year,Cash,1,No,,No
CUST-1669,Male,56,Mumbai,24,Basic,521.08,Month-to-Month,UPI,1,No,,No
CUST-2019,Female,66,Bengaluru,8,Standard,894.39,2 Year,,2,No,4.0,No
CUST-2127,Male,19,Mumbai,16,Standard,994.58,Month-to-Month,UPI,1,Yes,4.0,Yes
CUST-1859,Female,64,hyderabad,24,Basic,502.29,Month-to-Month,Cash,3,No,3.0,Yes
CUST-1836,Male,19,Bengaluru,60,Basic,443.61,Month-to-Month,UPI,2,No,2.0,No
CUST-1993,Male,38,MUMBAI,4,Standard,937.14,1 Year,UPI,1,Yes,1.0,Yes
CUST-1062,Male,42,Mumbai,19,Standard,1005.85,1 Year,UPI,2,No,3.0,No
CUST-1735,Male,25,mumbai,41,Standard,870.19,Month-to-Month,Net Banking,4,No,2.0,Yes
CUST-1136,Male,58,bengaluru,38,Basic,539.62,Month-to-Month,Credit Card,5,No,4.0,No
CUST-1860,Male,66,Mumbai,10,Premium,1233.93,2 Year,Net Banking,0,Yes,2.0,Yes
CUST-1104,Male,74,delhi,20,Basic,572.47,1 Year,Credit Card,1,No,1.0,No
CUST-1805,Male,37,Bengaluru,46,Basic,520.88,1 Year,Cash,0,No,4.0,No
CUST-1356,Female,37,Delhi,1,Standard,886.38,1 Year,Credit Card,1,No,,No
CUST-2159,Female,32,Mumbai,56,Standard,1041.06,Month-to-Month,UPI,1,No,2.0,Yes
CUST-1808,Female,61,bengaluru,16,Basic,525.18,Month-to-Month,Net Banking,2,No,2.0,No
CUST-1176,Male,72,Delhi,60,Premium,1249.81,Month-to-Month,UPI,2,No,2.0,Yes
CUST-1992,Female,44,MUMBAI,54,Standard,974.75,2 Year,Cash,0,No,1.0,No
CUST-1502,Female,35,delhi,17,Premium,1289.44,Month-to-Month,UPI,0,No,3.0,Yes
CUST-1654,Female,75,Bengaluru,11,Standard,873.74,Month-to-Month,Credit Card,1,No,1.0,Yes
CUST-1275,Female,70,BENGALURU,17,Basic,439.09,2 Year,Credit Card,2,Yes,3.0,No
CUST-1599,Male,64,DELHI,28,Standard,962.25,1 Year,,1,No,1.0,No
CUST-1516,Male,18,Delhi,17,Standard,761.47,1 Year,Net Banking,2,Yes,5.0,No
CUST-1069,Male,44,bengaluru,42,Premium,1203.21,Month-to-Month,Net Banking,1,Yes,2.0,No
CUST-1340,Male,64,delhi,47,Standard,885.05,Month-to-Month,,1,No,1.0,Yes
CUST-1487,Male,26,bengaluru,15,Standard,939.7,1 Year,,0,Yes,3.0,No
CUST-1802,Male,57,Chennai,52,Basic,573.96,1 Year,Cash,2,Yes,2.0,No
CUST-1112,Male,28,hyderabad,32,Premium,1220.4,2 Year,Net Banking,2,Yes,3.0,No
CUST-1247,Male,68,hyderabad,46,Basic,544.36,Month-to-Month,Credit Card,1,Yes,3.0,Yes
CUST-1440,Male,22,Delhi,40,Standard,814.07,Month-to-Month,UPI,0,No,,Yes
CUST-1202,Male,21,Bengaluru,15,Premium,1218.62,2 Year,Net Banking,0,No,2.0,Yes
CUST-1731,Male,50,Hyderabad,21,Basic,525.67,Month-to-Month,UPI,1,Yes,1.0,Yes
CUST-1455,Male,43,pune,29,Standard,920.25,Month-to-Month,Credit Card,4,No,3.0,Yes
CUST-1729,Male,57,MUMBAI,23,Standard,886.32,Month-to-Month,UPI,1,No,2.0,No
CUST-2193,Male,35,Delhi,37,Standard,901.11,1 Year,Credit Card,2,Yes,4.0,No
CUST-1468,Female,36,Mumbai,59,Premium,1265.65,Month-to-Month,Net Banking,2,No,3.0,No
CUST-1521,Female,38,Hyderabad,21,Premium,1272.41,Month-to-Month,Net Banking,1,Yes,3.0,Yes
CUST-1998,Male,27,Mumbai,13,Standard,990.77,Month-to-Month,Credit Card,3,Yes,4.0,Yes
CUST-1066,Female,32,Mumbai,9,Basic,536.32,1 Year,UPI,1,Yes,4.0,No
CUST-1043,Male,45,Hyderabad,48,Standard,832.22,Month-to-Month,Credit Card,2,No,3.0,Yes
CUST-1484,Female,42,Delhi,60,Standard,941.73,Month-to-Month,Credit Card,5,No,3.0,Yes
CUST-1017,Male,51,Bengaluru,15,Standard,791.62,Month-to-Month,Net Banking,3,No,1.0,Yes
CUST-1916,Male,42,delhi,44,Basic,406.77,2 Year,Net Banking,1,No,1.0,No
CUST-1408,Male,60,BENGALURU,51,Premium,1250.34,Month-to-Month,Credit Card,0,Yes,4.0,Yes
CUST-1813,Male,37,BENGALURU,48,Basic,583.62,Month-to-Month,Net Banking,6,No,3.0,Yes
CUST-2118,Female,49,Mumbai,52,Standard,871.51,Month-to-Month,Net Banking,1,No,3.0,Yes
CUST-1758,Female,39,Delhi,50,Premium,1373.84,Month-to-Month,Net Banking,0,No,,No
CUST-1649,Female,43,hyderabad,16,Basic,535.45,1 Year,UPI,4,Yes,4.0,Yes
CUST-1127,Female,42,BENGALURU,33,Basic,391.41,1 Year,Cash,3,No,1.0,Yes
CUST-1476,Female,43,delhi,27,Standard,902.55,Month-to-Month,,1,No,5.0,No
CUST-1699,Male,26,Mumbai,24,Basic,569.62,1 Year,Cash,3,No,3.0,No
CUST-1366,Male,60,DELHI,39,Standard,829.1,2 Year,Credit Card,6,No,2.0,Yes
CUST-1394,Female,23,Hyderabad,60,Standard,998.47,Month-to-Month,Cash,0,Yes,3.0,No
CUST-1213,Female,71,MUMBAI,21,Basic,549.06,Month-to-Month,Net Banking,2,No,3.0,Yes
CUST-1652,Female,27,Chennai,35,Premium,1407.39,Month-to-Month,UPI,3,No,4.0,No
CUST-2177,Female,49,delhi,51,Standard,819.96,Month-to-Month,Net Banking,0,No,3.0,No
CUST-1049,Female,37,Delhi,34,Premium,1349.88,1 Year,Net Banking,0,Yes,1.0,No
CUST-1695,Male,24,Mumbai,20,Basic,519.21,1 Year,UPI,6,No,2.0,Yes
CUST-1873,Female,33,Mumbai,56,Standard,925.6,2 Year,Credit Card,1,Yes,2.0,No
CUST-1361,Male,74,BENGALURU,13,Premium,1272.98,1 Year,Cash,1,No,5.0,No
CUST-1152,Male,67,Mumbai,51,Basic,494.32,Month-to-Month,Net Banking,6,No,,Yes
CUST-1921,Female,49,Mumbai,1,Basic,492.26,1 Year,UPI,1,Yes,3.0,No
CUST-1328,Female,45,Hyderabad,39,Basic,510.36,2 Year,Credit Card,4,Yes,,No
CUST-1242,Female,73,Bengaluru,52,Basic,496.16,Month-to-Month,Cash,0,No,3.0,No
CUST-1332,Female,22,Chennai,19,Standard,911.35,1 Year,Net Banking,4,Yes,3.0,No
CUST-1919,Female,62,delhi,23,Basic,492.96,Month-to-Month,Net Banking,5,No,4.0,Yes
CUST-2179,Female,63,Mumbai,40,Basic,424.69,1 Year,Cash,3,No,3.0,No
CUST-1108,Female,70,Delhi,49,Standard,867.44,Month-to-Month,UPI,3,No,4.0,No
CUST-1430,Male,72,MUMBAI,51,Premium,1166.84,Month-to-Month,UPI,2,No,4.0,No
CUST-2053,Female,27,BENGALURU,54,Basic,500.33,1 Year,UPI,3,No,5.0,Yes
CUST-1139,Male,74,Mumbai,59,Basic,525.09,Month-to-Month,UPI,3,No,1.0,Yes
CUST-1299,Female,25,DELHI,21,Standard,843.99,1 Year,UPI,3,Yes,5.0,Yes
CUST-1063,Female,41,Bengaluru,1,Standard,912.47,Month-to-Month,Credit Card,1,No,4.0,Yes
CUST-1701,Female,30,Hyderabad,46,Basic,507.95,2 Year,Credit Card,2,Yes,1.0,No
CUST-1779,Female,48,Pune,13,Basic,622.06,Month-to-Month,UPI,1,No,4.0,Yes
CUST-1877,Female,26,pune,46,Basic,544.88,1 Year,Credit Card,6,Yes,3.0,Yes
CUST-1232,Male,49,Pune,4,Standard,865.41,2 Year,Credit Card,1,Yes,4.0,No
CUST-2185,Male,49,BENGALURU,6,Standard,880.98,1 Year,UPI,5,Yes,4.0,No
CUST-2093,Female,38,BENGALURU,30,Basic,448.4,Month-to-Month,Credit Card,1,No,3.0,No
CUST-1059,Male,51,delhi,49,Standard,931.48,Month-to-Month,UPI,3,No,1.0,Yes
CUST-1099,Male,37,bengaluru,43,Basic,568.99,Month-to-Month,Credit Card,1,Yes,2.0,Yes
CUST-1064,Male,29,Delhi,10,Basic,540.34,2 Year,UPI,1,Yes,2.0,Yes
CUST-1608,Male,19,Mumbai,15,Standard,878.83,Month-to-Month,UPI,3,No,3.0,Yes
CUST-1975,Male,55,delhi,59,Premium,1228.74,1 Year,Credit Card,2,Yes,1.0,No
CUST-1891,Female,19,delhi,37,Basic,471.96,Month-to-Month,Net Banking,2,No,1.0,Yes
CUST-1799,Female,40,MUMBAI,30,Basic,448.2,Month-to-Month,UPI,1,No,5.0,Yes
CUST-1965,Male,21,Delhi,60,Basic,576.63,Month-to-Month,Cash,0,Yes,1.0,Yes
CUST-1418,Male,60,Bengaluru,2,Premium,1339.14,Month-to-Month,Net Banking,0,Yes,1.0,Yes
CUST-1382,Female,37,Mumbai,49,Basic,545.09,2 Year,UPI,2,Yes,,No
CUST-2116,Female,55,Mumbai,33,Standard,847.69,2 Year,Cash,1,No,4.0,No
CUST-1422,Female,55,Delhi,3,Standard,874.22,Month-to-Month,Net Banking,3,Yes,3.0,Yes
CUST-1597,Female,44,delhi,12,Basic,478.82,2 Year,Net Banking,0,Yes,4.0,No
CUST-1945,Male,28,Bengaluru,15,Basic,492.5,1 Year,Credit Card,0,No,5.0,No
CUST-1923,Female,45,pune,31,Basic,508.3,Month-to-Month,Net Banking,1,No,3.0,No
CUST-1770,Female,69,delhi,20,Premium,1292.38,1 Year,Credit Card,1,Yes,3.0,No
CUST-1498,Male,55,Mumbai,39,Basic,592.31,1 Year,UPI,6,No,4.0,No
CUST-1546,Male,65,Bengaluru,10,Basic,507.4,1 Year,Credit Card,1,No,5.0,Yes
CUST-1687,Female,38,Mumbai,4,Standard,967.09,2 Year,UPI,5,Yes,4.0,Yes
CUST-1241,Female,49,Chennai,58,Basic,585.89,Month-to-Month,UPI,2,No,3.0,Yes
CUST-1226,Male,62,DELHI,20,Standard,927.41,1 Year,Credit Card,1,No,5.0,No
CUST-1347,Female,33,Delhi,47,Standard,938.4,2 Year,Credit Card,3,No,1.0,Yes
CUST-1107,Male,70,MUMBAI,39,Basic,429.43,Month-to-Month,UPI,2,No,,No
CUST-1760,Female,19,Delhi,50,Standard,963.22,1 Year,UPI,3,No,1.0,Yes
CUST-1010,Female,68,BENGALURU,2,Basic,595.69,2 Year,UPI,0,Yes,1.0,No
CUST-1181,Male,20,hyderabad,50,Basic,521.57,Month-to-Month,UPI,4,No,3.0,Yes
CUST-1421,Female,61,Delhi,15,Basic,551.43,Month-to-Month,UPI,1,Yes,3.0,Yes
CUST-1307,Female,31,bengaluru,54,Premium,1215.43,Month-to-Month,UPI,0,Yes,3.0,No
CUST-1614,Male,47,BENGALURU,48,Basic,508.75,1 Year,Net Banking,5,No,2.0,No
CUST-1778,Female,46,Hyderabad,13,Premium,1163.97,2 Year,Cash,1,No,1.0,Yes
CUST-1858,Male,29,Pune,38,Basic,512.46,1 Year,Credit Card,0,No,,No
CUST-2081,Female,74,Delhi,55,Standard,928.84,1 Year,UPI,1,No,5.0,No
CUST-1172,Male,67,Bengaluru,2,Basic,403.51,1 Year,Credit Card,0,No,3.0,No
CUST-1833,Male,19,Mumbai,30,Standard,913.72,Month-to-Month,Credit Card,1,No,,No
CUST-1205,Female,39,Mumbai,3,Standard,933.21,Month-to-Month,Net Banking,5,No,4.0,No
CUST-1987,Female,54,Hyderabad,57,Standard,855.71,Month-to-Month,UPI,3,No,5.0,Yes
CUST-1594,Male,70,Delhi,58,Basic,494.48,Month-to-Month,UPI,3,Yes,2.0,Yes
CUST-1586,Male,38,Delhi,15,Basic,486.6,Month-to-Month,UPI,2,No,2.0,No
CUST-1815,Female,39,Chennai,53,Basic,461.18,Month-to-Month,Net Banking,6,No,1.0,Yes
CUST-1926,Male,31,MUMBAI,57,Basic,586.33,Month-to-Month,Credit Card,0,No,4.0,No
CUST-1738,Female,58,DELHI,41,Standard,1029.32,2 Year,Net Banking,3,No,2.0,Yes
CUST-1471,Male,31,Delhi,11,Standard,846.95,1 Year,Cash,1,Yes,3.0,No
CUST-1009,Female,49,mumbai,47,Basic,475.42,Month-to-Month,Credit Card,2,No,4.0,No
CUST-1790,Female,34,DELHI,44,Basic,459.11,Month-to-Month,Net Banking,2,No,3.0,No
CUST-2080,Female,25,Mumbai,16,Premium,1224.59,Month-to-Month,,1,No,5.0,No
CUST-1792,Female,29,Delhi,43,Basic,530.92,2 Year,Credit Card,0,Yes,4.0,Yes
CUST-1367,Female,54,Delhi,24,Basic,439.92,Month-to-Month,Credit Card,1,No,1.0,No
CUST-1766,Female,52,Pune,15,Basic,478.31,Month-to-Month,UPI,1,Yes,2.0,Yes
CUST-2095,Male,75,chennai,13,Standard,881.31,Month-to-Month,UPI,3,Yes,5.0,No
CUST-1241,Female,49,Chennai,58,Basic,585.89,Month-to-Month,UPI,2,No,3.0,Yes
CUST-2131,Female,66,mumbai,12,Premium,1165.38,Month-to-Month,Net Banking,2,No,4.0,No
CUST-2084,Female,18,BENGALURU,18,Basic,550.55,2 Year,Net Banking,5,Yes,2.0,No
CUST-1217,Male,30,MUMBAI,49,Standard,909.91,Month-to-Month,Credit Card,3,No,,No
CUST-2160,Male,34,Hyderabad,6,Premium,1343.37,1 Year,Credit Card,2,No,3.0,No
CUST-1837,Female,44,bengaluru,39,Standard,796.37,Month-to-Month,UPI,2,Yes,2.0,Yes
CUST-1806,Female,57,Delhi,43,Standard,1063.34,Month-to-Month,,1,No,4.0,No
CUST-1024,Male,56,Hyderabad,6,Standard,825.3,Month-to-Month,Net Banking,0,No,4.0,No
CUST-1412,Female,46,delhi,41,Premium,1230.42,Month-to-Month,Net Banking,0,Yes,1.0,No
CUST-1821,Female,70,Delhi,20,Basic,485.97,Month-to-Month,Net Banking,0,No,5.0,No
CUST-1124,Male,49,DELHI,50,Standard,919.99,Month-to-Month,UPI,0,No,4.0,No
CUST-1143,Male,33,Chennai,3,Basic,510.05,1 Year,Net Banking,4,No,5.0,Yes
CUST-1824,Male,55,delhi,17,Standard,958.6,Month-to-Month,Credit Card,2,No,5.0,No
CUST-1981,Male,24,delhi,17,Basic,445.09,2 Year,UPI,4,No,2.0,Yes
CUST-1875,Male,69,chennai,40,Premium,1277.87,Month-to-Month,UPI,0,No,1.0,Yes
CUST-1109,Male,19,Delhi,53,Premium,1227.95,1 Year,Credit Card,1,No,1.0,No
CUST-1801,Female,68,DELHI,20,Basic,483.35,Month-to-Month,,2,No,1.0,Yes
CUST-2054,Female,67,Pune,36,Standard,967.06,Month-to-Month,Net Banking,1,No,5.0,No
CUST-1763,Male,19,delhi,55,Basic,475.85,2 Year,Credit Card,0,No,3.0,No
CUST-1850,Female,52,Delhi,50,Premium,1293.01,Month-to-Month,UPI,0,Yes,1.0,No
CUST-1480,Female,23,delhi,49,Basic,448.24,Month-to-Month,UPI,1,No,1.0,Yes
CUST-1900,Male,33,Mumbai,23,Standard,1042.59,Month-to-Month,UPI,1,Yes,1.0,No
CUST-1282,Male,23,Bengaluru,22,Basic,533.77,1 Year,Credit Card,1,Yes,1.0,No
CUST-1319,Male,56,bengaluru,60,Basic,540.39,1 Year,UPI,0,No,2.0,Yes
CUST-1414,Female,56,bengaluru,14,Standard,855.07,1 Year,Credit Card,0,No,4.0,No
CUST-1898,Female,18,Chennai,24,Standard,882.3,Month-to-Month,UPI,1,Yes,3.0,Yes
CUST-1465,Female,21,Hyderabad,59,Standard,833.72,Month-to-Month,UPI,1,No,,Yes
CUST-1390,Female,46,mumbai,53,Premium,1381.92,2 Year,UPI,4,No,2.0,No
CUST-1336,Male,73,delhi,24,Standard,940.6,Month-to-Month,UPI,0,Yes,3.0,No
CUST-1453,Male,35,DELHI,15,Standard,903.9,Month-to-Month,Credit Card,0,Yes,4.0,Yes
CUST-1188,Female,49,BENGALURU,34,Premium,1313.68,2 Year,UPI,2,Yes,5.0,No
CUST-1192,Female,25,DELHI,57,Basic,416.63,1 Year,UPI,1,No,4.0,No
CUST-1996,Male,32,Bengaluru,8,Standard,858.53,Month-to-Month,,0,No,1.0,Yes
CUST-1266,Female,37,bengaluru,45,Standard,957.17,Month-to-Month,Credit Card,1,No,4.0,No
CUST-1856,Male,69,Delhi,20,Basic,571.64,2 Year,Net Banking,4,Yes,3.0,No
CUST-1846,Male,21,Hyderabad,19,Standard,968.01,2 Year,Credit Card,0,Yes,3.0,No
CUST-1417,Male,64,BENGALURU,19,Basic,579.52,1 Year,Cash,4,No,5.0,No
CUST-1436,Female,25,Mumbai,6,Standard,850.97,1 Year,Credit Card,6,No,2.0,Yes
CUST-1187,Female,48,Mumbai,18,Standard,955.83,Month-to-Month,Credit Card,0,Yes,4.0,No
CUST-1707,Male,38,MUMBAI,5,Standard,956.85,Month-to-Month,Credit Card,1,No,2.0,Yes
CUST-2013,Female,54,Chennai,16,Standard,819.1,Month-to-Month,Net Banking,0,No,2.0,No
CUST-1489,Female,30,Bengaluru,25,Standard,804.87,Month-to-Month,UPI,3,No,5.0,Yes
CUST-2069,Male,41,Hyderabad,8,Premium,1338.69,1 Year,Credit Card,1,Yes,4.0,No
CUST-1424,Male,40,Mumbai,53,Premium,1217.46,Month-to-Month,UPI,5,No,,No
CUST-1750,Female,55,Mumbai,22,Standard,807.12,1 Year,Cash,2,No,3.0,No
CUST-2040,Male,59,Mumbai,20,Standard,884.07,2 Year,Credit Card,4,No,1.0,No
CUST-2169,Male,42,bengaluru,41,Standard,801.31,2 Year,,1,No,4.0,No
CUST-1300,Male,53,BENGALURU,2,Basic,450.56,1 Year,Credit Card,4,No,2.0,Yes
CUST-2104,Female,68,Pune,19,Standard,897.5,1 Year,Net Banking,6,No,2.0,No
CUST-1105,Female,39,Bengaluru,45,Premium,1200.39,Month-to-Month,UPI,1,No,1.0,Yes
CUST-1549,Female,45,pune,15,Basic,462.82,Month-to-Month,UPI,1,No,5.0,No
CUST-2007,Female,43,Bengaluru,3,Standard,918.75,Month-to-Month,Net Banking,4,Yes,,Yes
CUST-1162,Female,69,Bengaluru,60,Basic,503.26,Month-to-Month,Cash,1,Yes,4.0,Yes
CUST-1955,Male,38,Bengaluru,27,Standard,852.84,1 Year,,4,No,3.0,No
CUST-2137,Female,42,mumbai,8,Premium,1271.1,Month-to-Month,Net Banking,2,Yes,1.0,No
CUST-1794,Female,37,Mumbai,20,Basic,539.48,Month-to-Month,Net Banking,3,Yes,1.0,Yes
CUST-1564,Male,65,DELHI,47,Basic,551.85,Month-to-Month,,2,No,4.0,Yes
CUST-1861,Female,59,Chennai,32,Basic,513.39,Month-to-Month,Credit Card,6,No,2.0,Yes
CUST-2153,Female,33,Delhi,58,Standard,860.3,1 Year,UPI,2,No,3.0,No
CUST-2121,Female,34,delhi,47,Standard,889.77,Month-to-Month,UPI,4,No,1.0,Yes
CUST-1199,Female,28,bengaluru,24,Basic,420.96,Month-to-Month,UPI,1,No,5.0,No
CUST-1915,Female,21,Bengaluru,35,Premium,1407.7,1 Year,Net Banking,0,Yes,3.0,No
CUST-1413,Female,74,DELHI,7,Standard,875.98,2 Year,Credit Card,1,No,5.0,No
CUST-1175,Female,59,Bengaluru,59,Basic,554.0,1 Year,UPI,0,No,,No
CUST-1800,Female,45,bengaluru,17,Basic,551.02,2 Year,Net Banking,0,No,3.0,No
CUST-1741,Male,30,bengaluru,22,Premium,1412.32,1 Year,Credit Card,2,No,1.0,Yes
CUST-1269,Male,66,Chennai,22,Standard,871.18,Month-to-Month,Credit Card,4,Yes,2.0,Yes
CUST-1229,Female,72,Hyderabad,4,Standard,864.11,1 Year,Credit Card,0,No,3.0,Yes
CUST-1817,Female,25,Delhi,24,Premium,1373.6,Month-to-Month,Credit Card,1,Yes,4.0,Yes
CUST-2186,Female,47,BENGALURU,19,Basic,497.05,2 Year,Credit Card,3,No,3.0,No
CUST-1661,Male,43,bengaluru,60,Basic,495.68,Month-to-Month,UPI,4,Yes,4.0,Yes
CUST-1640,Male,64,delhi,27,Basic,483.61,Month-to-Month,Net Banking,3,Yes,1.0,Yes
CUST-1662,Female,44,mumbai,48,Standard,948.82,Month-to-Month,UPI,0,Yes,1.0,Yes
CUST-1759,Female,23,hyderabad,20,Basic,546.74,1 Year,UPI,0,No,1.0,No
CUST-1774,Male,75,mumbai,28,Basic,574.78,Month-to-Month,UPI,3,No,2.0,Yes
CUST-1206,Male,43,Hyderabad,14,Standard,822.17,Month-to-Month,,3,No,3.0,No
CUST-1927,Male,37,Pune,55,Standard,891.17,Month-to-Month,Net Banking,1,Yes,4.0,Yes
CUST-1404,Female,37,delhi,57,Standard,952.61,2 Year,Net Banking,1,Yes,2.0,No
CUST-1818,Male,56,Mumbai,9,Standard,844.82,1 Year,Credit Card,0,No,5.0,No
CUST-1131,Male,25,Hyderabad,30,Basic,483.21,Month-to-Month,UPI,0,No,1.0,Yes
CUST-1880,Male,52,Mumbai,30,Basic,540.52,Month-to-Month,Net Banking,1,No,2.0,Yes
CUST-1825,Female,69,Delhi,47,Standard,915.67,Month-to-Month,UPI,1,No,2.0,No
CUST-1185,Male,26,hyderabad,15,Standard,824.53,Month-to-Month,Net Banking,0,Yes,4.0,Yes
CUST-1446,Female,72,delhi,49,Standard,983.58,Month-to-Month,UPI,1,No,3.0,No
CUST-1637,Female,73,Bengaluru,12,Basic,463.92,1 Year,Net Banking,4,No,5.0,Yes
CUST-2038,Female,59,Delhi,21,Standard,752.03,Month-to-Month,Credit Card,0,No,1.0,Yes
CUST-1793,Male,25,Delhi,22,Standard,916.63,2 Year,Credit Card,3,No,2.0,Yes
CUST-1119,Female,35,Chennai,43,Standard,918.91,Month-to-Month,Cash,2,Yes,3.0,Yes
CUST-2099,Female,28,Delhi,21,Basic,504.57,1 Year,Credit Card,1,Yes,1.0,No
CUST-1969,Female,54,delhi,48,Basic,433.77,Month-to-Month,Cash,0,No,4.0,No
CUST-1651,Male,32,Mumbai,49,Basic,510.02,2 Year,Credit Card,0,Yes,1.0,No
CUST-1754,Male,71,BENGALURU,17,Standard,858.49,Month-to-Month,,1,No,1.0,Yes
CUST-1342,Male,28,mumbai,33,Basic,529.11,Month-to-Month,Credit Card,3,Yes,5.0,Yes
CUST-1335,Male,29,mumbai,28,Standard,956.13,2 Year,Credit Card,1,Yes,2.0,No
CUST-1529,Male,52,BENGALURU,12,Premium,1267.83,Month-to-Month,Credit Card,4,No,,Yes
CUST-2087,Female,41,Bengaluru,39,Basic,575.76,1 Year,Net Banking,0,Yes,2.0,No
CUST-1456,Male,25,mumbai,59,Standard,946.09,Month-to-Month,Credit Card,3,No,,No
CUST-1354,Male,18,Pune,13,Standard,907.05,Month-to-Month,Net Banking,3,No,1.0,Yes
CUST-1362,Female,71,Bengaluru,48,Basic,542.55,1 Year,Net Banking,3,No,4.0,Yes
CUST-1135,Female,41,Hyderabad,18,Basic,538.41,Month-to-Month,Net Banking,3,No,4.0,Yes
CUST-1997,Female,38,MUMBAI,25,Standard,798.18,2 Year,,2,No,2.0,No
CUST-1156,Male,50,delhi,9,Premium,1261.38,1 Year,Credit Card,4,No,5.0,No
CUST-1689,Female,39,delhi,19,Standard,915.86,1 Year,Cash,1,No,2.0,Yes
CUST-1939,Male,22,pune,12,Standard,974.66,Month-to-Month,Net Banking,2,No,3.0,No
CUST-1309,Female,72,bengaluru,30,Basic,562.32,Month-to-Month,Net Banking,0,No,3.0,No
CUST-1642,Male,72,Hyderabad,10,Standard,969.02,2 Year,Net Banking,1,No,3.0,No
CUST-2196,Female,38,Pune,4,Basic,451.21,Month-to-Month,Credit Card,2,No,3.0,Yes
CUST-1749,Female,25,BENGALURU,12,Premium,1365.93,1 Year,Net Banking,0,Yes,1.0,No
CUST-1155,Female,50,Bengaluru,17,Premium,1335.26,Month-to-Month,UPI,0,No,4.0,No
CUST-1095,Female,31,pune,19,Standard,878.15,1 Year,Credit Card,1,No,3.0,No
CUST-2083,Male,60,Delhi,54,Premium,1243.03,2 Year,UPI,3,No,3.0,No
CUST-1979,Male,69,Hyderabad,13,Premium,1240.6,Month-to-Month,Credit Card,4,Yes,2.0,Yes
CUST-1149,Male,27,Mumbai,27,Basic,501.1,1 Year,Cash,6,No,3.0,No
CUST-2033,Male,58,Hyderabad,5,Basic,493.25,Month-to-Month,Credit Card,0,Yes,3.0,No
CUST-1727,Male,63,Mumbai,18,Standard,883.83,Month-to-Month,UPI,3,No,4.0,Yes
CUST-1449,Male,60,mumbai,2,Premium,1216.73,Month-to-Month,Credit Card,5,No,2.0,Yes
CUST-1683,Male,61,hyderabad,21,Premium,1276.32,Month-to-Month,UPI,2,No,3.0,Yes
CUST-1523,Female,46,Chennai,36,Standard,817.49,Month-to-Month,Net Banking,0,Yes,2.0,Yes
CUST-1871,Male,23,BENGALURU,40,Premium,1228.84,2 Year,UPI,0,Yes,2.0,No
CUST-1796,Female,33,delhi,29,Standard,860.41,Month-to-Month,Net Banking,5,Yes,1.0,Yes
CUST-1848,Female,72,Delhi,11,Premium,1418.91,Month-to-Month,Credit Card,1,No,2.0,Yes
CUST-1214,Male,29,Chennai,48,Standard,953.93,Month-to-Month,UPI,2,No,1.0,Yes
CUST-2088,Male,52,Bengaluru,13,Standard,813.84,Month-to-Month,UPI,2,No,4.0,No
CUST-1203,Male,23,Hyderabad,1,Standard,865.14,1 Year,Net Banking,0,No,1.0,Yes
CUST-1863,Female,35,Hyderabad,15,Standard,870.3,Month-to-Month,UPI,2,No,,Yes
CUST-1114,Female,34,Bengaluru,47,Basic,527.98,Month-to-Month,Credit Card,0,No,5.0,No
CUST-1918,Female,21,mumbai,60,Basic,502.2,1 Year,UPI,2,No,2.0,Yes
CUST-1894,Male,50,Delhi,4,Premium,1478.65,Month-to-Month,UPI,4,No,5.0,No
CUST-1028,Female,46,MUMBAI,59,Basic,424.19,2 Year,,3,Yes,,Yes
CUST-2150,Female,70,Mumbai,17,Standard,903.7,Month-to-Month,Cash,3,No,3.0,Yes
CUST-1507,Female,62,mumbai,29,Basic,507.78,1 Year,Credit Card,1,Yes,5.0,No
CUST-2114,Female,25,BENGALURU,52,Premium,1342.92,Month-to-Month,Credit Card,2,No,3.0,No
CUST-1721,Female,43,mumbai,32,Standard,1023.08,1 Year,Cash,3,Yes,2.0,No
CUST-1963,Male,50,bengaluru,38,Basic,429.38,Month-to-Month,UPI,3,No,2.0,Yes
